000056.wav|नियमित निरीक्षण करें।
000057.wav|कृषि विशेषज्ञ की सलाह लें।
000058.wav|Farmer Conversation
000059.wav|मेरी फसल बच जाएगी क्या?
000060.wav|अब मुझे क्या करना चाहिए?
000061.wav|क्या अभी दवा डालूँ?
000062.wav|क्या यह रोग खतरनाक है?
000063.wav|क्या मैं फोटो दोबारा भेजूँ?
000064.wav|मुझे पूरी सलाह दीजिए।
000065.wav|क्या जैविक तरीका बेहतर है?
000066.wav|क्या नुकसान ज्यादा होगा?
000067.wav|धन्यवाद।
000068.wav|02_Pest_Hindi
000069.wav|Pragati AI Hindi Dataset - File 2 (Pest)
000070.wav|General Pest Questions
000071.wav|मेरी फसल में कीट लग गए हैं।
000072.wav|यह कौन सा कीट है?
000073.wav|क्या आप कीट की पहचान कर सकते हैं?
000074.wav|क्या यह कीट पूरी फसल को नुकसान पहुँचाएगा?
000075.wav|क्या यह कीट तेजी से फैलता है?
000076.wav|इस कीट का कारण क्या है?
000077.wav|क्या यह रात में सक्रिय रहता है?
000078.wav|क्या यह पत्तियों को खाता है?
000079.wav|क्या यह जड़ों को नुकसान पहुँचाता है?
000080.wav|क्या इसका तुरंत उपचार करना चाहिए?
000081.wav|Pest Symptoms
000082.wav|पत्तियों में छेद हो गए हैं।
000083.wav|पौधे की नई पत्तियाँ खाई जा रही हैं।
000084.wav|तने में सुराख दिखाई दे रहे हैं।
000085.wav|फल खराब हो रहे हैं।
000086.wav|कीट पत्तियों के नीचे छिपे हैं।
000087.wav|फसल का रंग बदल रहा है।
000088.wav|पौधे कमजोर हो रहे हैं।
000089.wav|कीट झुंड में दिखाई दे रहे हैं।
000090.wav|फसल का विकास रुक गया है।
000091.wav|Organic Control
000092.wav|जैविक नियंत्रण कैसे करें?
000093.wav|फेरोमोन ट्रैप कैसे लगाएँ?
000094.wav|पीले स्टिकी ट्रैप का उपयोग कैसे करें?
000095.wav|जैविक कीटनाशक कौन सा है?
000096.wav|कितनी मात्रा में छिड़काव करें?
000097.wav|दोबारा कब छिड़काव करें?
000098.wav|क्या जैविक उपाय पर्याप्त है?
000099.wav|क्या लाभदायक कीटों को बचाना चाहिए?
000100.wav|क्या यह सुरक्षित तरीका है?
000101.wav|Chemical Control
000102.wav|कौन सी कीटनाशक दवा उपयोग करें?
000103.wav|दवा की मात्रा कितनी हो?
000104.wav|स्प्रे कब करें?
000105.wav|क्या अलग-अलग दवाएँ मिलाकर उपयोग कर सकते हैं?
000106.wav|सुरक्षा उपकरण पहनना चाहिए?
000107.wav|क्या यह दवा सभी फसलों में उपयोगी है?
000108.wav|दवा कितने समय तक असर करेगी?
000109.wav|क्या फसल कटाई से पहले प्रतीक्षा करनी होगी?
000110.wav|कीट से बचाव कैसे करें?
000111.wav|समय पर निरीक्षण करें।
000112.wav|खेत की सफाई रखें।
000113.wav|फसल चक्र अपनाएँ।
000114.wav|स्वस्थ बीज का उपयोग करें।
000115.wav|संतुलित उर्वरक दें।
000116.wav|कीटग्रस्त पौधे हटाएँ।
000117.wav|समय पर स्प्रे करें।
000118.wav|जाल का उपयोग करें।
000119.wav|विशेषज्ञ की सलाह लें।
000120.wav|क्या मेरी फसल बच जाएगी?
000121.wav|क्या अभी स्प्रे करूँ?
000122.wav|क्या यह कीट खतरनाक है?
000123.wav|निकटतम कृषि विज्ञान केंद्र कहाँ है?
000124.wav|क्या मैं फोटो फिर से भेजूँ?
000125.wav|क्या जैविक उपाय बेहतर रहेगा?
000126.wav|क्या नुकसान बढ़ेगा?
000127.wav|03_Crop_Hindi
000128.wav|Pragati AI Hindi Dataset - File 3 (Crop)
000129.wav|General Crop Questions
000130.wav|यह कौन सी फसल है?
000131.wav|क्या आप इस फसल की पहचान कर सकते हैं?
000132.wav|यह फसल किस मौसम की है?
000133.wav|इस फसल की अवधि कितनी होती है?
000134.wav|क्या यह खरीफ की फसल है?
000135.wav|क्या यह रबी की फसल है?
000136.wav|क्या यह जायद की फसल है?
000137.wav|इस फसल का वैज्ञानिक नाम क्या है?
000138.wav|क्या यह नकदी फसल है?
000139.wav|क्या यह दलहनी फसल है?
000140.wav|Crop Cultivation
000141.wav|इस फसल की बुवाई कब करें?
000142.wav|बीज की मात्रा कितनी रखें?
000143.wav|पंक्ति से पंक्ति की दूरी कितनी हो?
000144.wav|सिंचाई कब करें?
000145.wav|खरपतवार नियंत्रण कैसे करें?
000146.wav|फसल की देखभाल कैसे करें?
000147.wav|उचित तापमान कितना है?
000148.wav|उचित वर्षा कितनी चाहिए?
000149.wav|किस मिट्टी में अच्छी होती है?
000150.wav|फसल तैयार होने में कितना समय लगता है?
000151.wav|Nutrition
000152.wav|कौन सी खाद डालनी चाहिए?
000153.wav|यूरिया कितनी डालें?
000154.wav|डीएपी कितनी डालें?
000155.wav|जैविक खाद का उपयोग कैसे करें?
000156.wav|सूक्ष्म पोषक तत्व कब दें?
000157.wav|टॉप ड्रेसिंग कब करें?
000158.wav|नाइट्रोजन की कमी कैसे दूर करें?
000159.wav|फॉस्फोरस की कमी कैसे दूर करें?
000160.wav|पोटाश कब दें?
000161.wav|मिट्टी परीक्षण क्यों जरूरी है?
000162.wav|Harvest
000163.wav|कटाई कब करें?
000164.wav|कटाई के बाद क्या करें?
000165.wav|भंडारण कैसे करें?
000166.wav|नमी कितनी होनी चाहिए?
000167.wav|उपज कैसे बढ़ाएँ?
000168.wav|उत्पादन कितना मिलेगा?
000169.wav|बेहतर गुणवत्ता कैसे रखें?
000170.wav|बाजार में कब बेचें?
000171.wav|भंडारण के दौरान क्या सावधानी रखें?
000172.wav|फसल को कैसे सुखाएँ?
000173.wav|मेरी फसल अच्छी है क्या?
000174.wav|क्या मुझे कोई सलाह देंगे?
000175.wav|उपज कैसे बढ़ाऊँ?
000176.wav|मुझे पूरी जानकारी दीजिए।
000177.wav|क्या यह फसल मेरे क्षेत्र के लिए सही है?
000178.wav|क्या मैं दूसरी फसल ले सकता हूँ?
000179.wav|क्या यह लाभदायक है?
000180.wav|04_Soil_Hindi
000181.wav|Pragati AI Hindi Dataset - File 4 (Soil)
000182.wav|General Soil Questions
000183.wav|मेरी मिट्टी कैसी है?
000184.wav|यह कौन सी मिट्टी है?
000185.wav|क्या यह खेती के लिए उपयुक्त है?
000186.wav|मिट्टी की गुणवत्ता कैसी है?
000187.wav|मिट्टी परीक्षण क्यों आवश्यक है?
000188.wav|मिट्टी का pH कितना है?
000189.wav|मिट्टी में कौन से पोषक तत्व कम हैं?
000190.wav|क्या मिट्टी सुधार की आवश्यकता है?
000191.wav|मिट्टी की बनावट कैसी है?
000192.wav|क्या यह उपजाऊ मिट्टी है?
000193.wav|Soil Health
000194.wav|मिट्टी की उर्वरता कैसे बढ़ाएँ?
000195.wav|जैविक कार्बन कैसे बढ़ाएँ?
000196.wav|मिट्टी में नाइट्रोजन की कमी कैसे दूर करें?
000197.wav|पोटाश कब डालें?
000198.wav|सूक्ष्म पोषक तत्व कैसे दें?
000199.wav|मिट्टी परीक्षण रिपोर्ट कैसे पढ़ें?
000200.wav|मिट्टी का स्वास्थ्य कार्ड क्या है?
000201.wav|मिट्टी सुधारक कौन सा है?
000202.wav|जिप्सम कब डालें?
000203.wav|Soil Moisture
000204.wav|मिट्टी में नमी कितनी है?
000205.wav|सिंचाई कब करनी चाहिए?
000206.wav|अधिक पानी से क्या नुकसान होगा?
000207.wav|कम नमी होने पर क्या करें?
000208.wav|ड्रिप सिंचाई के क्या लाभ हैं?
000209.wav|स्प्रिंकलर कब उपयोग करें?
000210.wav|मल्चिंग क्यों करें?
000211.wav|मिट्टी की नमी कैसे बचाएँ?
000212.wav|वर्षा जल संरक्षण कैसे करें?
000213.wav|नमी मापने का तरीका क्या है?
000214.wav|Crop Recommendation
000215.wav|इस मिट्टी में कौन सी फसल बोऊँ?
000216.wav|क्या बाजरा उपयुक्त है?
000217.wav|क्या गेहूँ उग सकता है?
000218.wav|क्या सरसों अच्छी रहेगी?
000219.wav|क्या मूंग बो सकते हैं?
000220.wav|क्या उड़द उपयुक्त है?
000221.wav|क्या जीरा लगाया जा सकता है?
000222.wav|कौन सी नकदी फसल अच्छी रहेगी?
000223.wav|कम पानी वाली फसल कौन सी है?
000224.wav|अधिक लाभ वाली फसल कौन सी है?
000225.wav|मेरी मिट्टी सुधारने में मदद करें।
000226.wav|क्या अभी खाद डालनी चाहिए?
000227.wav|क्या मिट्टी की रिपोर्ट सही है?
000228.wav|मुझे कौन सी फसल चुननी चाहिए?
000229.wav|क्या जैविक खेती संभव है?
000230.wav|क्या उत्पादन बढ़ सकता है?
000231.wav|05_Weather_Hindi
000232.wav|Pragati AI Hindi Dataset - File 5 (Weather)
000233.wav|General Weather Questions
000234.wav|आज मौसम कैसा रहेगा?
000235.wav|क्या आज बारिश होगी?
000236.wav|अगले तीन दिनों का मौसम बताइए।
000237.wav|इस सप्ताह का मौसम कैसा रहेगा?
000238.wav|आज अधिकतम तापमान कितना रहेगा?
000239.wav|न्यूनतम तापमान कितना रहेगा?
000240.wav|हवा की गति कितनी होगी?
000241.wav|आर्द्रता कितनी है?
000242.wav|क्या ओलावृष्टि की संभावना है?
000243.wav|क्या कोहरा पड़ेगा?
000244.wav|Rain & Irrigation
000245.wav|बारिश कब होगी?
000246.wav|क्या आज सिंचाई करनी चाहिए?
000247.wav|यदि बारिश हो जाए तो क्या करें?
000248.wav|कम वर्षा होने पर क्या करें?
000249.wav|अधिक वर्षा से फसल कैसे बचाएँ?
000250.wav|सिंचाई का सही समय क्या है?
000251.wav|ड्रिप सिंचाई कब करें?
000252.wav|बारिश के बाद दवा छिड़कें या नहीं?
000253.wav|खेत में जलभराव हो गया है, क्या करें?
000254.wav|नमी कैसे बनाए रखें?
000255.wav|Weather Alerts
000256.wav|क्या कोई मौसम चेतावनी है?
000257.wav|तेज हवा से कैसे बचें?
000258.wav|लू से फसल कैसे बचाएँ?
000259.wav|पाला पड़ने पर क्या करें?
000260.wav|अत्यधिक गर्मी में क्या सावधानी रखें?
000261.wav|बिजली गिरने की संभावना है क्या?
000262.wav|तूफान आने वाला है क्या?
000263.wav|फसल को कैसे सुरक्षित रखें?
000264.wav|ग्रीनहाउस में क्या सावधानी रखें?
000265.wav|क्या आज खेत जाना सुरक्षित है?
000266.wav|Crop Advisory
000267.wav|आज कौन सा कृषि कार्य करें?
000268.wav|क्या आज दवा का छिड़काव करें?
000269.wav|क्या आज खाद डालें?
000270.wav|क्या आज बुवाई करना सही रहेगा?
000271.wav|कटाई के लिए मौसम कैसा है?
000272.wav|क्या मौसम फसल के लिए अनुकूल है?
000273.wav|कौन सी फसल पर अधिक प्रभाव पड़ेगा?
000274.wav|मौसम के अनुसार क्या सलाह है?
000275.wav|क्या आज निराई-गुड़ाई करें?
000276.wav|क्या कल मौसम बेहतर रहेगा?
000277.wav|मेरी फसल मौसम से प्रभावित होगी क्या?
000278.wav|मुझे मौसम के अनुसार सलाह दीजिए।
000279.wav|क्या मुझे आज खेत में काम करना चाहिए?
000280.wav|क्या मौसम अचानक बदल सकता है?
000281.wav|क्या अगले सप्ताह बारिश होगी?
000282.wav|मेरी फसल सुरक्षित रहेगी क्या?
000283.wav|06_Government_Hindi
000285.wav|General Scheme Questions
000284.wav|Pragati AI Hindi Dataset - File 6 (Government Schemes)
000286.wav|मेरे लिए कौन सी सरकारी योजना उपलब्ध है?
000287.wav|मैं किन योजनाओं के लिए पात्र हूँ?
000288.wav|नई कृषि योजनाएँ कौन सी हैं?
000289.wav|किसान पंजीकरण कैसे करें?
000290.wav|योजना का लाभ कैसे लें?
000291.wav|आवेदन कहाँ करें?
000292.wav|ऑनलाइन आवेदन कैसे करें?
000293.wav|ऑफलाइन आवेदन कैसे करें?
000294.wav|योजना की अंतिम तिथि क्या है?
000295.wav|आवेदन की स्थिति कैसे देखें?
000296.wav|PM Kisan
000297.wav|पीएम किसान योजना क्या है?
000298.wav|पीएम किसान के लिए पात्रता क्या है?
000299.wav|किस्त कब आएगी?
000300.wav|किस्त की स्थिति कैसे देखें?
000301.wav|ई-केवाईसी कैसे करें?
000302.wav|आधार लिंक कैसे करें?
000303.wav|बैंक खाता कैसे अपडेट करें?
000304.wav|नाम सुधार कैसे करें?
000305.wav|भुगतान रुका है तो क्या करें?
000306.wav|हेल्पलाइन नंबर क्या है?
000307.wav|Subsidy & Support
000308.wav|बीज पर सब्सिडी कैसे मिलेगी?
000309.wav|उर्वरक सब्सिडी कैसे मिलेगी?
000310.wav|कृषि यंत्र सब्सिडी कैसे लें?
000311.wav|ड्रिप सिंचाई योजना क्या है?
000312.wav|स्प्रिंकलर योजना क्या है?
000313.wav|सोलर पंप योजना क्या है?
000314.wav|फसल बीमा कैसे करें?
000315.wav|कृषि ऋण कैसे लें?
000316.wav|ब्याज अनुदान क्या है?
000317.wav|पशुपालन योजना कौन सी है?
000318.wav|Documents
000319.wav|कौन-कौन से दस्तावेज़ चाहिए?
000320.wav|आधार कार्ड आवश्यक है क्या?
000321.wav|जन आधार चाहिए क्या?
000322.wav|भूमि रिकॉर्ड कैसे दें?
000323.wav|बैंक पासबुक जरूरी है?
000324.wav|मोबाइल नंबर अपडेट कैसे करें?
000325.wav|फोटो का आकार कितना होना चाहिए?
000326.wav|दस्तावेज़ सत्यापन कैसे होगा?
000327.wav|आवेदन अस्वीकार क्यों हुआ?
000328.wav|सुधार कैसे करें?
000329.wav|मेरे लिए सबसे अच्छी योजना कौन सी है?
000330.wav|क्या मैं पात्र हूँ?
000331.wav|आवेदन करने में मदद करें।
000332.wav|मेरी स्थिति जाँचिए।
000333.wav|क्या कोई नई योजना आई है?
000334.wav|क्या मुझे सब्सिडी मिलेगी?
000335.wav|07_Market_Hindi
000336.wav|Pragati AI Hindi Dataset - File 7 (Market & Mandi)
000337.wav|General Market Questions
000338.wav|आज मंडी भाव क्या है?
000339.wav|मेरी फसल का आज का भाव बताइए।
000340.wav|सबसे अच्छी मंडी कौन सी है?
000341.wav|आज किस मंडी में सबसे अधिक भाव है?
000342.wav|क्या भाव बढ़ेंगे?
000343.wav|क्या अभी फसल बेचनी चाहिए?
000344.wav|क्या भाव गिर सकते हैं?
000345.wav|आज का न्यूनतम भाव क्या है?
000346.wav|आज का अधिकतम भाव क्या है?
000347.wav|औसत भाव कितना है?
000348.wav|Crop Wise Prices
000349.wav|बाजरे का भाव बताइए।
000350.wav|गेहूँ का भाव बताइए।
000351.wav|सरसों का भाव बताइए।
000352.wav|उड़द का भाव बताइए।
000353.wav|मूंग का भाव बताइए।
000354.wav|चना का भाव बताइए。
000355.wav|ग्वार का भाव बताइए।
000356.wav|जीरे का भाव बताइए।
000357.wav|मक्का का भाव बताइए।
000358.wav|टमाटर का भाव बताइए।
000359.wav|Selling Advice
000360.wav|फसल कब बेचनी चाहिए?
000361.wav|भंडारण करना सही रहेगा क्या?
000362.wav|क्या अगले सप्ताह भाव बढ़ेंगे?
000363.wav|क्या अभी रोककर रखें?
000364.wav|सरकारी खरीद कब शुरू होगी?
000365.wav|कौन सा बाजार बेहतर है?
000366.wav|ऑनलाइन बिक्री कैसे करें?
000367.wav|थोक व्यापारी कहाँ मिलेंगे?
000368.wav|निर्यात की संभावना है क्या?
000369.wav|Market Analysis
000370.wav|आज भाव क्यों गिरे हैं?
000372.wav|मांग कितनी है?
000371.wav|आज भाव क्यों बढ़े हैं?
000373.wav|आपूर्ति कितनी है?
000374.wav|किस जिले में सबसे अच्छा भाव है?
000375.wav|क्या मौसम का असर पड़ेगा?
000376.wav|क्या त्योहारों का असर होगा?
000378.wav|आने वाले दिनों का अनुमान क्या है?
000377.wav|क्या आयात-निर्यात का प्रभाव है?
000379.wav|मुझे बाजार विश्लेषण दीजिए।
000380.wav|मेरी फसल कहाँ बेचूँ?
000382.wav|क्या अभी इंतजार करूँ?
000381.wav|मुझे सबसे अच्छा भाव चाहिए।
000384.wav|क्या ऑनलाइन जानकारी मिल सकती है?
000383.wav|मंडी तक कैसे पहुँचूँ?
000385.wav|08_KVK_Hindi
000386.wav|Pragati AI Hindi Dataset - File 8 (KVK & Agricultural Expert Support)
000387.wav|General KVK Questions
000388.wav|Training & Advisory
000389.wav|कृषि प्रशिक्षण कब है?
000390.wav|नई तकनीक की जानकारी दीजिए।
000391.wav|फसल प्रबंधन का प्रशिक्षण चाहिए।
000392.wav|जैविक खेती का प्रशिक्षण कहाँ मिलेगा?
000393.wav|कीट एवं रोग नियंत्रण पर प्रशिक्षण चाहिए।
000394.wav|मृदा परीक्षण कैसे करवाएँ?
000395.wav|बीज चयन पर सलाह चाहिए।
000396.wav|उन्नत खेती कैसे करें?
000397.wav|क्या महिला किसानों के लिए प्रशिक्षण है?
000398.wav|क्या ऑनलाइन प्रशिक्षण उपलब्ध है?
000399.wav|Soil & Crop Services
000400.wav|मिट्टी की जाँच कहाँ होगी?
000401.wav|मिट्टी का नमूना कैसे दें?
000402.wav|फसल सलाह चाहिए।
000403.wav|उन्नत किस्म का बीज कहाँ मिलेगा?
000404.wav|फसल प्रदर्शन कार्यक्रम क्या है?
000405.wav|पौध संरक्षण की सलाह चाहिए।
000406.wav|उर्वरक प्रबंधन कैसे करें?
000407.wav|सिंचाई प्रबंधन की जानकारी दें।
000408.wav|जैविक खेती की सलाह दें।
000409.wav|कृषि विशेषज्ञ से बात कराइए।
000410.wav|Farmer Support
000411.wav|क्या विशेषज्ञ खेत का दौरा करते हैं?
000412.wav|क्या फोटो भेजकर सलाह मिल सकती है?
000413.wav|क्या वीडियो कॉल पर सलाह मिलती है?
000414.wav|क्या मुझे अपॉइंटमेंट लेना होगा?
000415.wav|कृषि वैज्ञानिक से कैसे मिलूँ?
000416.wav|मेरे प्रश्न का उत्तर कौन देगा?
000417.wav|मुझे विशेषज्ञ की सलाह चाहिए।
000418.wav|मेरी फसल की समस्या हल कराइए।
000419.wav|क्या मैं अभी संपर्क कर सकता हूँ?
000420.wav|फिर मिलते हैं।
000421.wav|09_Fertilizer_Hindi
000422.wav|Pragati AI Hindi Dataset - File 9 (Fertilizer & Nutrient Management)
000423.wav|General Fertilizer Questions
000424.wav|मेरी फसल के लिए कौन सी खाद सबसे अच्छी है?
000425.wav|कौन सा उर्वरक डालना चाहिए?
000426.wav|जैविक खाद बेहतर है या रासायनिक?
000427.wav|खाद कब डालनी चाहिए?
000428.wav|खाद कितनी मात्रा में डालनी चाहिए?
000429.wav|क्या मिट्टी परीक्षण जरूरी है?
000430.wav|फसल के अनुसार खाद कैसे चुनें?
000431.wav|क्या सभी खेतों में एक जैसी खाद डालनी चाहिए?
000432.wav|संतुलित पोषण क्या है?
000433.wav|उर्वरक का सही उपयोग कैसे करें?
000434.wav|Primary Nutrients
000435.wav|यूरिया कब डालें?
000436.wav|डीएपी का उपयोग कैसे करें?
000437.wav|एमओपी कब डालें?
000438.wav|एनपीके उर्वरक क्या है?
000439.wav|नाइट्रोजन की कमी कैसे पहचानें?
000440.wav|पोटाश क्यों जरूरी है?
000441.wav|सल्फर कब दें?
000442.wav|जिंक की कमी कैसे दूर करें?
000443.wav|बोरॉन कब उपयोग करें?
000444.wav|Organic Fertilizers
000445.wav|गोबर की खाद कैसे तैयार करें?
000446.wav|वर्मी कम्पोस्ट का उपयोग कैसे करें?
000447.wav|जीवामृत क्या है?
000448.wav|घनजीवामृत कैसे बनता है?
000449.wav|कम्पोस्ट खाद कब डालें?
000450.wav|हरी खाद क्या है?
000451.wav|जैव उर्वरक कैसे उपयोग करें?
000452.wav|नीम खली का उपयोग कैसे करें?
000453.wav|जैविक खेती में खाद प्रबंधन कैसे करें?
000454.wav|सूक्ष्मजीव आधारित खाद क्या है?
000455.wav|Application & Safety
000456.wav|खाद डालने का सही समय क्या है?
000457.wav|बारिश से पहले खाद डालें या बाद में?
000458.wav|खाद के बाद सिंचाई कब करें?
000459.wav|खाद मिलाकर डाल सकते हैं क्या?
000460.wav|फोलियर स्प्रे कब करें?
000461.wav|क्या अधिक खाद नुकसान करती है?
000462.wav|खाद का भंडारण कैसे करें?
000463.wav|उर्वरक संभालते समय क्या सावधानी रखें?
000464.wav|क्या सुरक्षा उपकरण पहनने चाहिए?
000465.wav|खाद की गुणवत्ता कैसे पहचानें?
000466.wav|मेरी मिट्टी के अनुसार कौन सी खाद सही है?
000467.wav|मुझे पूरी उर्वरक योजना बताइए।
000468.wav|उपज बढ़ाने के लिए क्या करूँ?
000469.wav|क्या जैविक खाद पर्याप्त है?
000470.wav|10_Seed_Hindi
000471.wav|Pragati AI Hindi Dataset - File 10 (Seed & Seed Management)
000472.wav|General Seed Questions
000473.wav|मेरी फसल के लिए कौन सा बीज सबसे अच्छा है?
000474.wav|प्रमाणित बीज क्या होता है?
000475.wav|बीज कैसे चुनें?
000476.wav|बीज खरीदते समय क्या देखें?
000478.wav|संकर बीज क्या है?
000477.wav|बीज की गुणवत्ता कैसे पहचानें?
000480.wav|कौन सा बीज अधिक उत्पादन देगा?
000479.wav|देसी बीज क्या है?
000482.wav|Seed Treatment
000481.wav|क्या बीज बदलना चाहिए?
000483.wav|बीज उपचार क्यों जरूरी है?
000484.wav|कौन सी दवा से बीज उपचार करें?
000485.wav|जैविक बीज उपचार कैसे करें?
000486.wav|ट्राइकोडर्मा का उपयोग कैसे करें?
000487.wav|फफूंदनाशक कब लगाएँ?
000488.wav|बीज उपचार के बाद कब बुवाई करें?
000489.wav|क्या हर फसल में बीज उपचार जरूरी है?
000490.wav|बीज उपचार की मात्रा कितनी हो?
000491.wav|क्या दो दवाएँ साथ उपयोग कर सकते हैं?
000492.wav|Sowing
000493.wav|बुवाई कब करें?
000494.wav|कतार से कतार की दूरी कितनी हो?
000495.wav|पौधे से पौधे की दूरी कितनी हो?
000496.wav|बुवाई की गहराई कितनी हो?
000497.wav|क्या मशीन से बुवाई करें?
000498.wav|क्या नमी होने पर बुवाई करें?
000499.wav|क्या देर से बुवाई ठीक है?
000500.wav|किस मौसम में बुवाई करें?
000501.wav|बीज अंकुरण कैसे बढ़ाएँ?
000502.wav|Storage
000503.wav|बीज का भंडारण कैसे करें?
000504.wav|बीज को नमी से कैसे बचाएँ?
000505.wav|बीज कितने समय तक सुरक्षित रहता है?
000506.wav|भंडारण का सही तापमान क्या है?
000507.wav|बीज में कीट लग जाए तो क्या करें?
000508.wav|बीज की अंकुरण क्षमता कैसे जाँचें?
000509.wav|बीज को धूप में सुखाना चाहिए क्या?
000510.wav|भंडारण पात्र कैसा हो?
000511.wav|बीज लेबल क्यों जरूरी है?
000512.wav|पुराने बीज का उपयोग करें या नहीं?
000513.wav|मेरे लिए कौन सा बीज सही रहेगा?
000514.wav|मुझे पूरी बीज योजना बताइए।
000515.wav|क्या यह बीज मेरे जिले के लिए उपयुक्त है?
000516.wav|क्या अभी बुवाई करूँ?
000517.wav|अच्छे बीज कहाँ मिलेंगे?
000518.wav|11_FarmDiary_Hindi
000519.wav|Pragati AI Hindi Dataset - File 11 (Farm Diary & Farm Records)
000520.wav|Daily Farm Records
000521.wav|आज मैंने खेत में क्या काम किया?
000522.wav|आज सिंचाई की गई।
000523.wav|आज खाद डाली गई।
000524.wav|आज दवा का छिड़काव किया गया।
000525.wav|आज खेत का निरीक्षण किया।
000526.wav|आज खरपतवार हटाए गए।
000527.wav|आज मजदूरों ने काम किया।
000528.wav|आज फसल की फोटो ली गई।
000529.wav|आज मौसम सामान्य रहा।
000530.wav|आज खेत में कोई समस्या नहीं मिली।
000531.wav|Crop Activities
000532.wav|बुवाई की तारीख दर्ज करें।
000533.wav|कटाई की तारीख दर्ज करें।
000534.wav|बीज का नाम दर्ज करें।
000535.wav|उर्वरक का विवरण दर्ज करें।
000536.wav|कीटनाशक का नाम दर्ज करें।
000537.wav|रोग का विवरण दर्ज करें।
000538.wav|कीट का विवरण दर्ज करें।
000539.wav|उत्पादन दर्ज करें।
000540.wav|मंडी में बिक्री दर्ज करें।
000541.wav|फसल का लाभ दर्ज करें।
000542.wav|Expenses
000543.wav|बीज पर कितना खर्च हुआ?
000544.wav|खाद पर कितना खर्च हुआ?
000545.wav|दवा पर कितना खर्च हुआ?
000546.wav|मजदूरी पर कितना खर्च हुआ?
000547.wav|सिंचाई पर कितना खर्च हुआ?
000548.wav|मशीन किराया कितना था?
000550.wav|कुल लागत कितनी हुई?
000549.wav|परिवहन खर्च कितना था?
000551.wav|आज का खर्च दर्ज करें।
000552.wav|कुल आय कितनी हुई?
000553.wav|Reminders
000554.wav|मुझे कल सिंचाई की याद दिलाना।
000555.wav|मुझे अगले सप्ताह खाद डालनी है।
000556.wav|दवा छिड़काव की तारीख याद दिलाना।
000557.wav|फसल निरीक्षण की याद दिलाना।
000558.wav|कटाई की तैयारी याद दिलाना।
000559.wav|मंडी जाने की याद दिलाना।
000560.wav|मिट्टी परीक्षण करवाना है।
000561.wav|बीज खरीदना है।
000562.wav|कृषि अधिकारी से मिलना है।
000563.wav|अगली फसल की योजना बनानी है।
000564.wav|मेरी फार्म डायरी दिखाइए।
000565.wav|आज की जानकारी सहेज दीजिए।
000566.wav|पिछले महीने का रिकॉर्ड दिखाइए।
000567.wav|मुझे पूरी रिपोर्ट चाहिए।
000568.wav|मेरी आय और खर्च बताइए।
000569.wav|मेरी फसल की प्रगति दिखाइए।
000570.wav|अगला कार्य क्या है?
